filename,field,severity,message,current_value
"संस्कृतम् – पाठ 20, अस्मद् Learn Sanskrit_ I, We.mp4",author,warning,Author not extracted,
"संस्कृतम् – पाठ 20, अस्मद् Learn Sanskrit_ I, We.mp4",publisher,info,Publisher not extracted,
"संस्कृतम् – पाठ 21, अस् धातु Learn Sanskrit_ The Copula –Is, Am, Are.mp4",author,warning,Author not extracted,
"संस्कृतम् – पाठ 21, अस् धातु Learn Sanskrit_ The Copula –Is, Am, Are.mp4",publisher,info,Publisher not extracted,
"संस्कृतम् – पाठ 22, युष्मद् – तुम Learn Sanskrit_ You, Your etc.mp4",author,warning,Author not extracted,
"संस्कृतम् – पाठ 22, युष्मद् – तुम Learn Sanskrit_ You, Your etc.mp4",publisher,info,Publisher not extracted,
"संस्कृतम् – पाठ 23, सः तत् Learn Sanskrit_ He, his, him, they, them etc.mp4",author,warning,Author not extracted,
"संस्कृतम् – पाठ 23, सः तत् Learn Sanskrit_ He, his, him, they, them etc.mp4",publisher,info,Publisher not extracted,
"संस्कृतम् – पाठ 24, किम् के कानि Learn Sanskrit_ Who,What, Whom,Whose.mp4",author,warning,Author not extracted,
"संस्कृतम् – पाठ 24, किम् के कानि Learn Sanskrit_ Who,What, Whom,Whose.mp4",publisher,info,Publisher not extracted,
"संस्कृतम् – पाठ 25, यत् ये यानि Learn Sanskrit_ Who, Whom,Whose.mp4",author,warning,Author not extracted,
"संस्कृतम् – पाठ 25, यत् ये यानि Learn Sanskrit_ Who, Whom,Whose.mp4",publisher,info,Publisher not extracted,
"संस्कृतम् – पाठ 26, सा, या, का Learn Sanskrit_ Feminine Forms of Pronouns, She.mp4",author,warning,Author not extracted,
"संस्कृतम् – पाठ 26, सा, या, का Learn Sanskrit_ Feminine Forms of Pronouns, She.mp4",publisher,info,Publisher not extracted,
"संस्कृतम् – पाठ 27,इकरान्त पुंल्लिंग Learn Sanskrit_ Masculine Nouns in –i.mp4",author,warning,Author not extracted,
"संस्कृतम् – पाठ 27,इकरान्त पुंल्लिंग Learn Sanskrit_ Masculine Nouns in –i.mp4",publisher,info,Publisher not extracted,
"संस्कृतम् – पाठ 28,उकरान्त पुंल्लिंग Learn Sanskrit_ Masculine Nouns in –u.mp4",author,warning,Author not extracted,
"संस्कृतम् – पाठ 28,उकरान्त पुंल्लिंग Learn Sanskrit_ Masculine Nouns in –u.mp4",publisher,info,Publisher not extracted,
"संस्कृतम् – पाठ 29,संस्कृत धातुपाठ Learn Sanskrit_ List of Verbs_ Part 1.mp4",author,warning,Author not extracted,
"संस्कृतम् – पाठ 29,संस्कृत धातुपाठ Learn Sanskrit_ List of Verbs_ Part 1.mp4",publisher,info,Publisher not extracted,
"संस्कृतम् – पाठ 3, संयुक्त वर्ण –1 Learn Sanskrit_ Consonant Clusters.mp4",author,warning,Author not extracted,
"संस्कृतम् – पाठ 3, संयुक्त वर्ण –1 Learn Sanskrit_ Consonant Clusters.mp4",publisher,info,Publisher not extracted,
"संस्कृतम् – पाठ 30, संख्याशब्द Learn Sanskrit_ Cardinal Numerals संस्कृत में गिन.mp4",author,warning,Author not extracted,
"संस्कृतम् – पाठ 30, संख्याशब्द Learn Sanskrit_ Cardinal Numerals संस्कृत में गिन.mp4",publisher,info,Publisher not extracted,
"संस्कृतम् – पाठ 31, संख्याशब्दों के लिंग Learn Sanskrit_ Gender of Numerals.mp4",author,warning,Author not extracted,
"संस्कृतम् – पाठ 31, संख्याशब्दों के लिंग Learn Sanskrit_ Gender of Numerals.mp4",publisher,info,Publisher not extracted,
"संस्कृतम् – पाठ 32, ऋकारांत शब्द Learn Sanskrit_ Nouns ending in –ri.mp4",author,warning,Author not extracted,
"संस्कृतम् – पाठ 32, ऋकारांत शब्द Learn Sanskrit_ Nouns ending in –ri.mp4",publisher,info,Publisher not extracted,
"संस्कृतम् – पाठ 33, संस्कृत धातुपाठ Learn Sanskrit_ List of Sanskrit Verbs Part .mp4",author,warning,Author not extracted,
"संस्कृतम् – पाठ 33, संस्कृत धातुपाठ Learn Sanskrit_ List of Sanskrit Verbs Part .mp4",publisher,info,Publisher not extracted,
"संस्कृतम् – पाठ 34, पूरणी संख्याएँ Learn Sanskrit_ Ordinal Numbers.mp4",author,warning,Author not extracted,
"संस्कृतम् – पाठ 34, पूरणी संख्याएँ Learn Sanskrit_ Ordinal Numbers.mp4",publisher,info,Publisher not extracted,
"संस्कृतम् – पाठ 35, आत्मनेपदी धातु Learn Sanskrit_ Atmanepadi Verb.mp4",author,warning,Author not extracted,
"संस्कृतम् – पाठ 35, आत्मनेपदी धातु Learn Sanskrit_ Atmanepadi Verb.mp4",publisher,info,Publisher not extracted,
"संस्कृतम् – पाठ 36, आत्मनेपदी धातुएँ Learn Sanskrit_ More Atmanepadi Verbs Part.mp4",author,warning,Author not extracted,
"संस्कृतम् – पाठ 36, आत्मनेपदी धातुएँ Learn Sanskrit_ More Atmanepadi Verbs Part.mp4",publisher,info,Publisher not extracted,
"संस्कृतम् – पाठ 37, संस्कृत धातुपाठ Learn Sanskrit_ List of Sanskrit Verbs Part .mp4",author,warning,Author not extracted,
"संस्कृतम् – पाठ 37, संस्कृत धातुपाठ Learn Sanskrit_ List of Sanskrit Verbs Part .mp4",publisher,info,Publisher not extracted,
"संस्कृतम् – पाठ 38, ईकारांत शब्द Learn Sanskrit_ Nouns ending in –ई.mp4",author,warning,Author not extracted,
"संस्कृतम् – पाठ 38, ईकारांत शब्द Learn Sanskrit_ Nouns ending in –ई.mp4",publisher,info,Publisher not extracted,
"संस्कृतम् – पाठ 39, उकारांत शब्द Learn Sanskrit_ Nouns ending in –उ.mp4",author,warning,Author not extracted,
"संस्कृतम् – पाठ 39, उकारांत शब्द Learn Sanskrit_ Nouns ending in –उ.mp4",publisher,info,Publisher not extracted,
"संस्कृतम् – पाठ 4, संयुक्त वर्ण –2 Learn Sanskrit_ Consonant Clusters.mp4",author,warning,Author not extracted,
"संस्कृतम् – पाठ 4, संयुक्त वर्ण –2 Learn Sanskrit_ Consonant Clusters.mp4",publisher,info,Publisher not extracted,
"संस्कृतम् – पाठ 40, हलन्त शब्द Learn Sanskrit_ Nouns ending in a Consonant.mp4",author,warning,Author not extracted,
"संस्कृतम् – पाठ 40, हलन्त शब्द Learn Sanskrit_ Nouns ending in a Consonant.mp4",publisher,info,Publisher not extracted,
"संस्कृतम् – पाठ 41, संस्कृत धातुपाठ Learn Sanskrit_ List of Sanskrit Verbs Part .mp4",author,warning,Author not extracted,
"संस्कृतम् – पाठ 41, संस्कृत धातुपाठ Learn Sanskrit_ List of Sanskrit Verbs Part .mp4",publisher,info,Publisher not extracted,
"संस्कृतम् – पाठ 42, द्वितीया विभक्ति कर्म कारक Learn Sanskrit_ Accusative Case.mp4",author,warning,Author not extracted,
"संस्कृतम् – पाठ 42, द्वितीया विभक्ति कर्म कारक Learn Sanskrit_ Accusative Case.mp4",publisher,info,Publisher not extracted,
"संस्कृतम् – पाठ 43, तृतीया विभक्ति करण कारक Learn Sanskrit_ Instrumental Case.mp4",author,warning,Author not extracted,
"संस्कृतम् – पाठ 43, तृतीया विभक्ति करण कारक Learn Sanskrit_ Instrumental Case.mp4",publisher,info,Publisher not extracted,
"संस्कृतम् – पाठ 44, क्त्वा प्रत्यय Learn Sanskrit_ The Suffix Ktva.mp4",author,warning,Author not extracted,
"संस्कृतम् – पाठ 44, क्त्वा प्रत्यय Learn Sanskrit_ The Suffix Ktva.mp4",publisher,info,Publisher not extracted,
"संस्कृतम् – पाठ 45, संस्कृत धातुपाठ Learn Sanskrit_ List of Verbs_ Part 5.mp4",author,warning,Author not extracted,
"संस्कृतम् – पाठ 45, संस्कृत धातुपाठ Learn Sanskrit_ List of Verbs_ Part 5.mp4",publisher,info,Publisher not extracted,
"संस्कृतम् – पाठ 46, ल्यप् प्रत्यय Learn Sanskrit_ The Suffix Lyap.mp4",author,warning,Author not extracted,
"संस्कृतम् – पाठ 46, ल्यप् प्रत्यय Learn Sanskrit_ The Suffix Lyap.mp4",publisher,info,Publisher not extracted,
"संस्कृतम् – पाठ 47, संप्रदान कारक Learn Sanskrit_ The Dative Case.mp4",author,warning,Author not extracted,
"संस्कृतम् – पाठ 47, संप्रदान कारक Learn Sanskrit_ The Dative Case.mp4",publisher,info,Publisher not extracted,
संस्कृतम् – पाठ 48 अपादान कारक Learn Sanskrit_ The Ablative Case पंचमी विभक्ति.mp4,author,warning,Author not extracted,
संस्कृतम् – पाठ 48 अपादान कारक Learn Sanskrit_ The Ablative Case पंचमी विभक्ति.mp4,publisher,info,Publisher not extracted,
संस्कृतम् – पाठ 49 संबंध कारक Learn Sanskrit_ The Possessive Case षष्ठी विभक्ति.mp4,author,warning,Author not extracted,
संस्कृतम् – पाठ 49 संबंध कारक Learn Sanskrit_ The Possessive Case षष्ठी विभक्ति.mp4,publisher,info,Publisher not extracted,
"संस्कृतम् – पाठ 5, एषः कः Learn Sanskrit_ Who is.mp4",author,warning,Author not extracted,
"संस्कृतम् – पाठ 5, एषः कः Learn Sanskrit_ Who is.mp4",publisher,info,Publisher not extracted,
"संस्कृतम् – पाठ 50, क्त प्रत्यय Learn Sanskrit_ The Suffix Kta.mp4",author,warning,Author not extracted,
"संस्कृतम् – पाठ 50, क्त प्रत्यय Learn Sanskrit_ The Suffix Kta.mp4",publisher,info,Publisher not extracted,
"संस्कृतम् – पाठ 51, क्तवतु प्रत्यय Learn Sanskrit_ The Suffix Ktavatu.mp4",author,warning,Author not extracted,
"संस्कृतम् – पाठ 51, क्तवतु प्रत्यय Learn Sanskrit_ The Suffix Ktavatu.mp4",publisher,info,Publisher not extracted,
"संस्कृतम् – पाठ 52, शतृ प्रत्यय Learn Sanskrit_ The Suffix Shatri.mp4",author,warning,Author not extracted,
"संस्कृतम् – पाठ 52, शतृ प्रत्यय Learn Sanskrit_ The Suffix Shatri.mp4",publisher,info,Publisher not extracted,
"संस्कृतम् – पाठ 53, शानच् प्रत्यय Learn Sanskrit_ The Suffix Shanach.mp4",author,warning,Author not extracted,
"संस्कृतम् – पाठ 53, शानच् प्रत्यय Learn Sanskrit_ The Suffix Shanach.mp4",publisher,info,Publisher not extracted,
"संस्कृतम् – पाठ 54, तुमुन् प्रत्यय Learn Sanskrit_ The Suffix Tumun.mp4",author,warning,Author not extracted,
"संस्कृतम् – पाठ 54, तुमुन् प्रत्यय Learn Sanskrit_ The Suffix Tumun.mp4",publisher,info,Publisher not extracted,
"संस्कृतम् – पाठ 55, ल्युट् प्रत्यय Learn Sanskrit_ The Suffix Lyut.mp4",author,warning,Author not extracted,
"संस्कृतम् – पाठ 55, ल्युट् प्रत्यय Learn Sanskrit_ The Suffix Lyut.mp4",publisher,info,Publisher not extracted,
"संस्कृतम् – पाठ 56, अ, अच् और क्तिन् प्रत्यय Learn Sanskrit_ The Suffix A, Ach a.mp4",author,warning,Author not extracted,
"संस्कृतम् – पाठ 56, अ, अच् और क्तिन् प्रत्यय Learn Sanskrit_ The Suffix A, Ach a.mp4",publisher,info,Publisher not extracted,
"संस्कृतम् – पाठ 57, तव्यत् अनीयर् यत् ण्यत् प्रत्यय Learn Sanskrit_ The Suffix T.mp4",author,warning,Author not extracted,
"संस्कृतम् – पाठ 57, तव्यत् अनीयर् यत् ण्यत् प्रत्यय Learn Sanskrit_ The Suffix T.mp4",publisher,info,Publisher not extracted,
"संस्कृतम् – पाठ 58, ण्वुल् तृच् णिनि प्रत्यय Learn Sanskrit_ The Suffix Nvul, Tr.mp4",author,warning,Author not extracted,
"संस्कृतम् – पाठ 58, ण्वुल् तृच् णिनि प्रत्यय Learn Sanskrit_ The Suffix Nvul, Tr.mp4",publisher,info,Publisher not extracted,
संस्कृतम् – पाठ 59 अधिकरण कारक Learn Sanskrit_ The Locative Case सप्तमी विभक्ति.mp4,author,warning,Author not extracted,
संस्कृतम् – पाठ 59 अधिकरण कारक Learn Sanskrit_ The Locative Case सप्तमी विभक्ति.mp4,publisher,info,Publisher not extracted,
"संस्कृतम् – पाठ 6, सः किम् करोति Learn Sanskrit_ Who does.mp4",author,warning,Author not extracted,
"संस्कृतम् – पाठ 6, सः किम् करोति Learn Sanskrit_ Who does.mp4",publisher,info,Publisher not extracted,
संस्कृतम् – पाठ 60 सन् और णिच् प्रत्यय Learn Sanskrit_ The Suffix San &amp; Nich.mp4,author,warning,Author not extracted,
संस्कृतम् – पाठ 60 सन् और णिच् प्रत्यय Learn Sanskrit_ The Suffix San &amp; Nich.mp4,publisher,info,Publisher not extracted,
"संस्कृतम् – पाठ 61, कर्म वाच्य Learn Sanskrit_ Passive Voice Part 1.mp4",author,warning,Author not extracted,
"संस्कृतम् – पाठ 61, कर्म वाच्य Learn Sanskrit_ Passive Voice Part 1.mp4",publisher,info,Publisher not extracted,
"संस्कृतम् – पाठ 62, Learn Sanskrit_ Passive Voice Part 2.mp4",author,warning,Author not extracted,
"संस्कृतम् – पाठ 62, Learn Sanskrit_ Passive Voice Part 2.mp4",publisher,info,Publisher not extracted,
"संस्कृतम् – पाठ 63, चित् प्रत्यय, सर्वः Learn Sanskrit_ Sarva, Chit Pratyay.mp4",author,warning,Author not extracted,
"संस्कृतम् – पाठ 63, चित् प्रत्यय, सर्वः Learn Sanskrit_ Sarva, Chit Pratyay.mp4",publisher,info,Publisher not extracted,
"संस्कृतम् – पाठ 64, अव्यय Learn Sanskrit_ The Adverbs Part 1.mp4",author,warning,Author not extracted,
"संस्कृतम् – पाठ 64, अव्यय Learn Sanskrit_ The Adverbs Part 1.mp4",publisher,info,Publisher not extracted,
"संस्कृतम् – पाठ 65, अव्यय Learn Sanskrit_ The Adverbs Part 2.mp4",author,warning,Author not extracted,
"संस्कृतम् – पाठ 65, अव्यय Learn Sanskrit_ The Adverbs Part 2.mp4",publisher,info,Publisher not extracted,
"संस्कृतम् – पाठ 66, लिट् लकार Learn Sanskrit_ The Remote Past.mp4",author,warning,Author not extracted,
"संस्कृतम् – पाठ 66, लिट् लकार Learn Sanskrit_ The Remote Past.mp4",publisher,info,Publisher not extracted,
"संस्कृतम् – पाठ 7, कर्ता, कर्म व क्रिया Learn Sanskrit_ Subject, Object &amp; Verb.mp4",author,warning,Author not extracted,
"संस्कृतम् – पाठ 7, कर्ता, कर्म व क्रिया Learn Sanskrit_ Subject, Object &amp; Verb.mp4",publisher,info,Publisher not extracted,
"संस्कृतम् – पाठ 8, वचन Learn Sanskrit_ Number &amp; Third Person.mp4",author,warning,Author not extracted,
"संस्कृतम् – पाठ 8, वचन Learn Sanskrit_ Number &amp; Third Person.mp4",publisher,info,Publisher not extracted,
"संस्कृतम् – पाठ 9, मध्यम पुरुष Learn Sanskrit_ Second Person.mp4",author,warning,Author not extracted,
"संस्कृतम् – पाठ 9, मध्यम पुरुष Learn Sanskrit_ Second Person.mp4",publisher,info,Publisher not extracted,
2015.327535.Shrimad-Bhagwad.pdf,author,warning,Author not extracted,
2015.327535.Shrimad-Bhagwad.pdf,publisher,info,Publisher not extracted,
test_download.pdf,author,warning,Author not extracted,
test_download.pdf,publisher,info,Publisher not extracted,
